numero_uai,name_entity,Secteur,id_type,code_academy,id_town
0271273M,Ecole élémentaire Bourg Lecomte,Public,151,21,27056
0271282X,Lycée général et technologique privé Jeanne d'Arc - Saint Anselme,Privé,300,21,27056
0270483D,Ecole élémentaire,Public,151,21,27057
0270155X,Ecole élémentaire,Public,151,21,27059
0270271Y,Ecole élémentaire,Public,151,21,27061
0271515A,Ecole élémentaire,Public,151,21,27062
0271139S,Ecole maternelle intercommunale,Public,101,21,27062
0270202Y,Ecole élémentaire,Public,151,21,27063
0271740V,Ecole maternelle Jacques Rueff,Public,101,21,27064
0270084V,Ecole maternelle,Public,101,21,27065
0270006K,Collège Jacques Brel,Public,340,21,27065
0271735P,Ecole élémentaire Pierre Mendès-France,Public,151,21,27065
0271756M,Ecole primaire Léonard de Vinci,Public,151,21,27067
0270888U,Ecole primaire,Public,151,21,27069
0271313F,Ecole primaire Marcel Sédille,Public,151,21,27070
0270922F,Ecole primaire les Cosmos,Public,151,21,27072
0270366B,Ecole primaire,Public,151,21,27073
0270272Z,Ecole élémentaire,Public,151,21,27074
0270890W,Ecole maternelle intercommunale,Public,101,21,27075
0271252P,Ecole primaire,Public,151,21,27076
0271489X,Ecole primaire,Public,151,21,27077
0271265D,Ecole primaire,Public,151,21,27079
0271625V,Ecole primaire la Forge,Public,151,21,27082
0270438E,Ecole maternelle,Public,151,21,27085
0270439F,Ecole élémentaire,Public,151,21,27085
0271795E,Ecole primaire,Public,151,21,27089
0270431X,Ecole élémentaire René Belllanger,Public,151,21,27090
0271575R,Ecole maternelle le Petit prince,Public,101,21,27090
0270763H,Ecole élémentaire,Public,151,21,27091
0271646T,Ecole primaire,Public,151,21,27095
0270892Y,Ecole élémentaire,Public,151,21,27096
0270551C,Ecole primaire,Public,151,21,27097
0270484E,Ecole élémentaire,Public,151,21,27099
0271609C,Ecole maternelle,Public,101,21,27099
0270659V,Ecole élémentaire,Public,151,21,27100
0271140T,Ecole primaire,Public,151,21,27101
0271305X,Ecole primaire,Public,151,21,27102
0270007L,Collège Simone Veil,Public,340,21,27103
0271353Z,Ecole maternelle le Vert Bocage,Public,101,21,27103
0270767M,Ecole primaire Guy de Maupassant,Public,151,21,27103
0270511J,Ecole élémentaire,Public,151,21,27104
0271317K,Collège Jean de La Fontaine,Public,340,21,27105
0271404E,Section d'enseignement général et professionnel adapté Jean de La Fontaine,Public,390,21,27105
0271347T,Ecole maternelle,Public,101,21,27105
0271638J,Ecole élémentaire,Public,151,21,27105
0271141U,Ecole primaire,Public,151,21,27107
0270908R,Ecole primaire,Public,151,21,27108
0270696K,Ecole élémentaire,Public,151,21,27110
0270811K,Ecole élémentaire,Public,151,21,27112
0270816R,Ecole primaire,Public,151,21,27112
0270807F,Ecole primaire Guy de Maupassant,Public,151,21,27112
0270008M,Collège Evariste Galois,Public,340,21,27112
0270274B,Ecole élémentaire,Public,151,21,27113
0270343B,Ecole primaire Saint Exupéry,Public,151,21,27114
0270275C,Ecole élémentaire louis Pergaud,Public,151,21,27116
0270010P,Collège Pierre Brossolette,Public,340,21,27116
0271190X,Ecole primaire privée de la Providence,Privé,151,21,27116
0271549M,Section d'enseignement général et professionnel adapté du collège Pierre Brossolette,Public,390,21,27116
0271606Z,"Lycée professionnel Augustin Boismard - Lycée des métiers d'art, bois, tissu, cuir",Public,320,21,27116
0270065Z,Ecole maternelle Georges Brassens,Public,101,21,27116
0270295Z,Ecole maternelle,Public,101,21,27117
0271122Y,Collège Maurice de Broglie,Public,340,21,27117
0270294Y,Ecole élémentaire,Public,151,21,27117
0270485F,Ecole primaire,Public,151,21,27118
0271744Z,Collège Lucie Aubrac,Public,340,21,27119
0270344C,Ecole élémentaire Paul Delabre,Public,151,21,27119
0271484S,Ecole maternelle Jérôme Bossuyt,Public,101,21,27119
0271725D,Ecole élémentaire,Public,151,21,27124
0270277E,Ecole primaire,Public,151,21,27125
0271250M,Ecole primaire,Public,151,21,27126
0270600F,Ecole primaire,Public,151,21,27127
0270246W,Ecole élémentaire,Public,151,21,27129
0271244F,Ecole primaire,Public,151,21,27130
0270129U,Ecole primaire,Public,151,21,27132
0270769P,Ecole primaire Jean de La Fontaine,Public,151,21,27133
0270602H,Ecole élémentaire,Public,151,21,27135
0270486G,Ecole élémentaire Jules Ferry,Public,151,21,27147
0270299D,Ecole élémentaire,Public,151,21,27148
0271732L,Ecole élémentaire Jules Verne,Public,151,21,27151
0271467Y,Ecole maternelle,Public,101,21,27151
0271259X,Ecole primaire,Public,151,21,27152
0270370F,Ecole maternelle intercommunale,Public,101,21,27154
0270910T,Ecole primaire,Public,151,21,27155
0271720Y,Ecole primaire,Public,151,21,27156
0271741W,Ecole élémentaire Gaston Bachelard,Public,151,21,27157
0270347F,Ecole élémentaire,Public,151,21,27158
